title,company,location,date_posted,description,url,source
Programme Manager,Introduct Group,Oman,2025-04-24T11:45:10,"About Introduct Academy Introduct Academy is the training arm of Introduct Group, focused on turning junior tech talent into mid-level engineers within 6–12 months. Founded in Estonia, we deliver 30–60 job-ready specialists annually for internal teams and trusted clients.In 2024, we began expanding into Oman — a key market for Introduct Group and part of our strategic alignment with Oman Vision 2040. Training launches in summer 2025.The program is adapted to the local market but keeps our core philosophy: intensive training, hands-on experience, and long-term career support. We work with top graduates from Omani universities, focusing on both technical skills and soft skills like leadership and agility. Even after graduation, our shadow engineers continue to mentor alumni to ensure a strong career start.The Role Your Mission As Programme Manager, you’ll play a key leadership role in building and scaling the Academy’s operations in Oman. You will drive every aspect of the initiative — from setting up facilities, managing staff, and designing training programs, to coordinating with government, universities, and corporate partners.This role combines strategic thinking, operational excellence, and people leadership — with full ownership and direct impact on national-level talent development.Key Responsibilities Lead the launch and overall operations of Introduct Academy Oman, covering strategy, logistics, and execution. Plan and manage training programs, including budgeting and alignment with market and company needs. Build and lead the local Academy team: recruit, onboard, and manage performance. Act as the main point of accountability for Academy operations and performance in Oman. Collaborate with global leadership to ensure alignment and share best practices. Develop partnerships with universities, clients, government bodies, and NGOs. Handle contracting, invoicing, and follow-up with clients. Localize training methodologies to fit the Omani market and client requirements. Monitor training quality, ensuring graduates are job-ready for mid-level roles. Ensure compliance with customer contracts and manage escalations. Oversee staff and instructors, fostering a culture of growth and accountability. Prioritize trainee development, balancing technical and soft skill training. Use performance data and feedback to drive improvements. Represent the Academy at industry events and stakeholder meetings. What We OfferEmployment & Compensation Full-time employment with our local subsidiary in Oman, based on a formal employment contract. Sponsored employment visa and full support with relocation formalities, including bank account setup and legal documentation. Salary, bonuses, and all benefits paid in Omani Rials (OMR)—a stable and reliable currency. Your remuneration transferred directly to your local Omani bank account. Tax-free income: Oman does not levy personal income tax, allowing you to keep 100% of your earnings. Your remuneration package shall consist of: A negotiated base salary Additional allowances and compensations (described below) A performance bonus Performance bonus Your performance bonus shall depend on individual KPI achievement. KPI-s will be set, with a achievement target of 2 to 4 months. Performance bonus, shall constitute from 200% to 400% of your base salary, depending on KPI complexity. Additional performance bonuses for achieving the overall goals shall be set accordingly. Work Schedule & Time Off Workweek from Sunday to Thursday, aligned with the Omani business calendar. Observance of local public holidays. 30 calendar days of paid annual leave, granted after the first six months of employment. Additional allowances and compensations Housing options: A company-provided, fully-furnished 2-bedroom apartment (shared with one colleague of the same gender), OR: A monthly housing allowance of 200 OMR (~520 USD) to rent your own space. Transportation options: Access to a company car (shared with one colleague), OR a monthly transportation allowance of 200 OMR (~520 USD) for renting or purchasing your own vehicle. Travel & Family Benefits: One round-trip airline ticket every two months from Muscat to your home country (or destination of origin), either for yourself or for a family member to visit you. Hiring Process * Initial interview with HR/recruiter Final interview with a member of group leadership (An optional third round may be added if needed) Timeline: Fast-track process — offer in ~2 weeks Start: ASAP after offer acceptance This is more than a job — it’s a mission.Apply now and become the driving force behind Introduct Academy Oman.Ideal ProfileWhat We’re Looking For 5–7 years of senior-level experience in education, training, tech, or talent development. Successful track record managing complex, multi-stakeholder projects; international exposure preferred. Hands-on experience in hiring, developing, and managing high-performing teams. Proven ability to balance strategic planning with day-to-day operations; experience launching new initiatives is a plus. Solid budgeting, forecasting, and financial planning skills. Direct engagement with senior leaders, clients, universities, and government entities. Cross-cultural work experience; familiarity with the Middle Eastern market is an advantage. Bachelor’s degree in Business, Engineering, Education, or a related field; Master’s or MBA preferred. Fluent English communication, both written and spoken; Arabic is a strong advantage. High level of self-organization, resilience, and accountability in dynamic environments. Willingness to relocate and work full-time on-site in Muscat, Oman. What's on Offer? Leadership Role Great work environment Work alongside & learn from best in class talent Introduct Group",https://www.careerjet.com.om/jobad/om83e43ac7b597b7912c7ec0c6527aeb55,careerjet
AC Supervisor,Hilton,Oman,2025-06-12T11:45:10,AC SupervisorJob Location : OmanRequirements: ITI / Diploma / B.E Minimum 5+ years experience Experience in Facility Maintenance (O&M) Attractive Salary & Benefits Go to Gulf,https://www.careerjet.com.om/jobad/omb9949700965ea9a1543f479f93d87631,careerjet
Senior PR & Media Specialist (Branding),Green Umbrella Recruitment,Muscat,2025-05-24T11:45:11,"Job Description : Develop and implement our PR & media strategy/plan and supporting campaigns in coordination with the Head of Marketing Promote our brand image through traditional and non-traditional PR & Media engagements to enhance its brand image Build and maintain a positive professional relationship with PR & media agencies to ensure ourr public reputation is safeguarded at all times Plan and organise PR events to promote our services and products and ensure our participation in external PR events to promote it on local, regional and international levels Develop corporate communications such as quarterly newsletter, company updates, press releases, and corporate PR materials as per the brand guidelines and as instructed by the Head of Marketing Develop and review the corporate content for grammatical accuracy and adherence to brand guidelines to ensure all internal and external corporate communication is impactful, consistent and accurate Drive the development and awareness of our brand by ensuring a consistent brand image across all media channels Work with media agencies and vendors, to identify budgets and provide inputs to the Head of Marketing on departmental budget Monitor our media presence and identify any trends/concerns that may impact the Group’s reputation and take necessary steps to address any issues in a timely manner Work closely with the Marketing team to ensure media related campaigns are supported as per the requirements Track, monitor and report on effectiveness of marketing activities and plans on a periodic basis Requirements Bachelor’s degree in Marketing, PR or any relevant discipline Minimum of 5-8 years of relevant experience Green Umbrella Recruitment",https://www.careerjet.com.om/jobad/oma98a70f9c22233125cdb5d29abb1135b,careerjet
Assistant Restaurant Manager,Azadea Group,Oman,2025-04-24T11:45:12,"ABOUT THE COMPANYAZADEA Group is a premier lifestyle retail company that owns and operates more than 40 leading international franchise concepts in fashion and accessories, food and beverage, home furnishings, sporting goods, multimedia and beauty and cosmetics across the Middle East and Africa spread across 13 countries overseeing more than 700 stores.JOB PURPOSEThe Assistant Restaurant Manager is responsible for overseeing daily restaurant operations, managing and supervising the team, and actively contributing to achieving exceptional service and guest satisfaction.RESPONSIBILITIES- Supervise the food preparation and presentation process, check the quantity and quality of displayed items, and take necessary actions to ensure high-quality meals are produced.- Manage all restaurant operations, including overseeing opening and closing procedures, conducting maintenance checks, managing shifts, and coordinating with the purchasing department.- Monitor the team's performance, oversee the restaurant's set targets, ensure work is completed to standards of productivity, quality, and timeliness, and reward the team accordingly.- Execute various customer service activities, including handling complaints, addressing complex queries, and investigating and resolving customer problems.- Execute comprehensive assessments and evaluations of displayed items to ensure both quantity and quality meet specified standards, taking appropriate actions as needed.- Follow the organization’s Health, Safety, and Environment (HS&E) policies, procedures, and mandatory instructions to identify and mitigate risks, safeguarding the environment and the wellbeing of oneself and others.- Monitor daily F&B costs, oversee budget alignment with the management team, and optimize inventory and pricing strategies accordingly.- Record all invoices in accordance with company policy.QualificationsLANGUAGE & TECHNICAL SKILLSLanguage Proficiency- Fluency in English.- Fluency in Arabic is a plus.Technical Skills- Proficiency in MS Office.EDUCATIONBachelor’s degree in Food and Beverage, or Hospitality Management, or a related field.EXPERIENCEGeneral ExperienceFour to six years of experience in F&B Operations, or a similar role.Managerial ExperienceOne year of experience in a managerial role.BEHAVIORAL COMPETENCIESCustomer FocusBuilds strong customer relationships and delivers customer-centric solutions. For example, keeps in contact with customers to ensure problems are resolved, or to improve customer service. Studies customer feedback and emerging customer needs and uses these to determine some creative new ideas.Directs WorkProvides direction, delegating, and removing obstacles to get work done. For example, asks questions to understand the desired outcomes for the role; confirms accountabilities with others so that work can be done effectively and efficiently; informs stakeholders when there are delays or problems that will affect them.Drives ResultsConsistently achieves results, even under tough circumstances. For example, holds self to high standards of performance; sets some challenging goals; wants to achieve meaningful results; pursues initiatives/efforts to successful completion and closure. Focuses on key goals, even during setbacks and obstacles.Communicates EffectivelyDevelops and delivers multi-mode communications that convey a clear understanding of the unique needs of different audiences. For example, disseminates knowledge, insights, and updates in a polished, precise, and compelling manner. Demonstrates a deep interest in others' comments. Creates rich documents and reports.Situational AdaptabilityAdapts approach and demeanor in real time to match the shifting demands of different situations. For example, swiftly and easily adapts approach to a wide array of different or changing situations. Is inquisitive about evolving situations; identifies how to adapt early.Azadea Group is an Equal Employment Employer – All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age, or any other characteristic protected by relevant local laws. Azadea Group",https://www.careerjet.com.om/jobad/om6b4d6cbc8efaf998743e8d49829dfa16,careerjet
Quality Engineer Oman,Right Advisors Private Limited,Oman,2025-04-24T11:45:13,"Key Responsibilities:Implement and maintain the Project Quality Plan.Conduct inspections and tests on materials and construction works at various stages.Ensure compliance with ISO standards, QA/QC procedures, and project specifications.Liaise with project managers, engineers, site supervisors, and subcontractors to ensure quality requirements are clearly understood and followed.Monitor and report non-conformities, and coordinate corrective/preventive actions.Prepare and maintain quality-related documentation including inspection reports, test results, and QA/QC logs.Coordinate with third-party testing labs and certification bodies as needed.Provide training and guidance to site staff regarding quality control procedures.Attend regular quality meetings and participate in audits. Right Advisors Private Limited",https://www.careerjet.com.om/jobad/om5a9b87cd7879ae11e42b0537a8a76018,careerjet
Software Engineer - Dashboard,PLS Pte Ltd,Oman,2025-04-24T11:45:13,"PLS Pte Ltd is a dynamic company committed to delivering innovative solutions across diverse industries. Our vision is to lead globally by creating impactful solutions, while our mission is to provide exceptional value through expertise, collaboration, and creativity. We offer various services, including custom software solutions, cutting-edge technology, consulting, project management, and quality assurance. Our strengths lie in innovation, expertise, customer-centricity, and integrity. Join us to transform challenges into opportunities and drive growth together.The RoleYou will be responsible for :a) Design, develop, and maintain web applications using C#, React.js, and MS SQL Server.b) Collaborate with cross-functional teams to gather and analyze requirements.c) Write clean, efficient, and well-documented code.d) Troubleshoot and debug applications to ensure optimal performance.e) Participate in code reviews and contribute to best practices and continuous improvement.Ideal Profilea) Minimum 3 years of hands-on experience in software development with C#, React.js, and MS SQL Server.b) Strong understanding of software development principles and design patterns.c) Experience with REST APIs, and agile development methodologies.d) Self-motivated, responsible, and able to work independently in a remote environment.e) Good communication skills and a collaborative mindset.What's on Offer? Work alongside & learn from best in class talent A role that offers a breadth of learning opportunities Fantastic work culture PLS Pte Ltd",https://www.careerjet.com.om/jobad/omd6cbee0e5be9966ee5cb82575cd0bdb6,careerjet
Junior Project Developer (Renewable Energy),Green Umbrella Recruitment,Muscat,2025-05-24T11:45:13,"Job Description :The Junior Renewable Energy Project Developer will support the development of utility-scale wind and solar farm projects from concept to construction. This role involves assisting in site identification, feasibility analysis, permitting, stakeholder engagement, and financial modeling. The ideal candidate is passionate about renewable energy, eager to learn, and possesses strong analytical and organizational skills to contribute to the successful execution of clean energy projects.Key Responsibilities: Project Development Support: Assist in site selection for wind and solar projects by analyzing land suitability, resource potential (wind/solar data), grid connectivity, and environmental constraints. Conduct preliminary feasibility studies, including land use assessments, topography reviews, and regulatory zoning checks. Support the preparation of project budgets, timelines, and risk assessments. Permitting & Regulatory Compliance: Help coordinate permitting processes with local, state, and federal agencies (e.g., environmental impact assessments, land-use permits). Track regulatory requirements and deadlines to ensure compliance with renewable energy policies and incentives. Stakeholder Engagement: Assist in building relationships with landowners, local communities, utilities, and government officials. Support public consultations and community outreach initiatives to address concerns and gain project approvals. Financial & Technical Analysis: Collaborate with senior developers to create financial models, including LCOE (Levelized Cost of Energy), ROI, and cash flow projections. Analyze meteorological data (wind speed, solar irradiance) and energy yield assessments. Review engineering designs and technical specifications for turbines, solar panels, and balance-of-system components. Documentation & Reporting: Maintain organized records of project documentation, including contracts, permits, and land agreements. Prepare progress reports and presentations for internal teams and external stakeholders. Market Research: Monitor industry trends, policy changes, and competitive landscapes in renewable energy markets. Identify new opportunities for wind and solar project development. RequirementsEducation: Bachelor’s degree in Engineering, Renewable Energy or a related field. Experience: 1–2 years of experience in renewable energy, project development, or a related field (internships included). Familiarity with wind/solar project lifecycle stages (development, permitting, construction, operations). Technical Skills: Basic proficiency in GIS tools (e.g., ArcGIS, Google Earth Pro), PVsyst (for solar) and/or wind modeling software (e.g., WindPro, WAsP) preferably. Intermediate Excel skills for data analysis and modeling. Python (Pandas, NumPy) or MatLab preferably. Soft Skills: Strong communication skills for stakeholder interactions. Detail-oriented with the ability to manage multiple tasks in a fast-paced environment. Passion for sustainability and renewable energy. Passion for continuous sustainable personal development and growth Green Umbrella Recruitment",https://www.careerjet.com.om/jobad/ome06e45bd855ce3968cae832c1031ab62,careerjet
Power System Integration Engineer (Grid Connection & Substation Expert),Green Umbrella Recruitment,Muscat,2025-05-24T11:45:14,"Job Description :We are seeking an experienced Power System Integration Engineer to support grid connection processes and grid compliance for utility-scale renewable energy projects (solar, wind, hybrid). The ideal candidate will have a strong background in power system studies and substation design, as well as a comprehensive understanding of transmission networks and grid infrastructure.Key Responsibilities: Perform grid connection studies, including load flow, short circuit analysis, and dynamic simulations to assess compliance with grid codes and technical requirements. Conduct power system analysis to evaluate grid topology, connection points, and regional power flows. Identify and assess optimal grid connection points based on capacity availability, voltage levels, and system stability. Analyze existing grid infrastructure and propose substation upgrade or expansion measures, including HV equipment and protection systems. Collaborate with transmission system operators (TSOs) and distribution system operators (DSOs) during technical due diligence and interconnection application processes. Evaluate overhead transmission lines (OHL), substation high-voltage systems (AIS/GIS), and related components for technical feasibility and compliance. Support the development of grid connection strategies, including conceptual design of substations and grid interfaces. Prepare and review technical documentation, including single-line diagrams (SLDs), interconnection studies, and technical specifications. Participate in technical meetings with stakeholders, contractors, and utility representatives. Requirements Bachelor’s and Master’s degree in Electrical Engineering, Power Systems, or a related field. 8+ years of experience in grid connection studies, power system modeling, or substation engineering. Proficiency in simulation software such as DIgSILENT PowerFactory, PSS®E, or ETAP. Strong understanding of local grid codes, transmission planning, and interconnection standards. Experience with HV substations (design, equipment, layout) and overhead lines is essential. Ability to interpret network development plans, electrical schematics, and protection philosophies. Excellent analytical, communication, and reporting skills. Fluent in English; knowledge of Arabic is an asset. Green Umbrella Recruitment",https://www.careerjet.com.om/jobad/om08eb84240d193094f80edc73297a7858,careerjet
Project Engineer,Green Umbrella Recruitment,Muscat,2025-05-24T11:45:14,"Job Description :We are seeking a skilled and detail-oriented Solar/Wind Engineer to join our renewable energy development team. The ideal candidate will have hands-on experience in the design and optimization of solar PV and wind power systems using industry-standard simulation tools, and a solid understanding of hybrid (PV+Wind) project configurations.Key Responsibilities: Perform technical simulations and yield assessments using PVsyst for solar and WindPro for wind projects. Define the optimal configuration of solar PV and wind power plants, considering generation profile, equipment layout, and site constraints. Prepare technical specifications and equipment BOQs, including sizing and quantity of inverters, MV stations (transformer substations), and balance-of-system components. Evaluate shading impact in hybrid (PV + Wind) systems and recommend appropriate mitigation strategies (e.g., MPPT separation, row spacing). Analyze connection options to the electrical grid and determine the optimal interconnection point in terms of cost and technical feasibility. Design string configurations and electrical connection diagrams, including PV string-to-inverter mapping. Collaborate with project managers, GIS teams, and external consultants to ensure technical accuracy of designs. Support the permitting, tendering, and procurement process with relevant technical inputs. Requirements Bachelor’s and Master’s degree in Electrical Engineering, Renewable Energy, or a related field. Minimum 5 years of experience in the design or engineering of solar and/or wind power plants. Proficiency with PVsyst, WindPro, and Microsoft Excel. Solid understanding of MV/LV electrical infrastructure in utility-scale renewable projects. Strong analytical and problem-solving skills. Ability to read and create single-line diagrams (SLDs) and technical layouts. Excellent written and verbal communication skills in English. Green Umbrella Recruitment",https://www.careerjet.com.om/jobad/om5948de69e86f08e84a0ac0c93e5e7c8e,careerjet
Mechanical Engineer,Green Umbrella Recruitment,"Sohar, Al Batinah",2025-05-24T11:45:15,"Job Description :Health, Safety and Environment:1.1 Comply with all relevant HSE and Environmental directives, regulations, policies and procedures in order to operate and maintain equipment, facilities and processes in a safe manner1.2 Include HSE considerations in the working practice, promote the safety and well-being of all personnel at the Plant through a high level of HSE awareness in the execution of duties and responsibilities1.3 Communicate with management and fellow workers about the working conditions which could be considered as unsafe and, where necessary, shutdown any operation that is operating in an unsafe condition1.4 Participate in training and education programs to manage health and safety risks, both on and off the job1.5 Respond to HSE concerns raised by fellow employees, customers or the local community associated with our operations or products1.6 Prevent pollution at the source wherever and whenever possible acting responsibly to conserve natural resources1.7 Work to improve energy efficiency in existing operations and in new equipment and facilities2. Human Resource Management:2.1 Promotes and demonstrates strong values and work ethic with work colleagues2.2 Fosters teamwork and harmonious work relations among work colleagues and leads by example in working with others2.3 Encourages the generation of staff suggestions and communicates issues effectively2.4 Proactively participates in development and training initiatives on the shift to improve knowledge of the plant3. Functional:3.1 Executes equipment maintenance programs for Mechanical Plant Systems and Equipment in accordance with established maintenance procedures, practices, standards, codes and approved level of competence3.2 Assists in the preparation, monitoring and implementation of maintenance job schedules and procedures for routine, turnaround, shutdowns, and overhaul and overhaul and repair work.3.3 Carries out routine equipment inspection/checks in accordance with approved checklists and maintenance schedules using the appropriate test equipment and techniques.3.4 Carries out Corrective and Preventative Maintenance as directed and in accordance with the required standards, codes and schedule within the approved level of competency.3.5 Carries out installation tasks, under direction and in accordance with the required standards, codes and schedule within the approved level of competency.3.6 Carries out testing and Functional Checks on Mechanical Systems and Equipment within the Plant as directed and in accordance with the required standards, codes and schedule within the approved level of competency.As directed, embodies modifications within the bounds of the Mechanical trade in accordance with the appropriate modification instructions; ensuring any follow up activities are actioned appropriately.3.8 Carries out Overhaul activities for the Rotating Machines in accordance with the required standards, codes and schedules within the approved level of competency3.9 Reports any equipment defects and abnormal conditions to the Maintenance Supervisor.3.10 Liaises with Operations with respect to permit to work requirements, release of equipment for maintenance work, job status and progress and final hand over and acceptance by Operations3.11 Liaises with warehouse personnel to obtain materials, tools, etc, required to complete maintenance works.3.12 Inspects, troubleshoots, repairs and/or replaces Rotating Equipment and their components as require3.13 Records equipment information electronically and manually to ensure an efficient and reliable source of historical and analytical data.3.14 Inspects, troubleshoots, repairs and/or replaces mechanical equipment and their components as require3.15 Updates work order management system for approved maintenance activities.3.16 Keeps updated with existing operating conditions on other Plants as appropriate.3.17 Executes Turnaround jobs in accordance with the schedule. Also Assists in the preparation of job plans for turnaround and shutdowns.3.18 During the execution of the turnarounds jobs ensures that general HSE and Quality standards are followed.3.19 Ensures that excellent standards of housekeeping are observed on the Plant.3.20 Responsible for company assets handed over to him and operations of the facility whilst on duty.3.21 Responsible for maintaining a consistent line of communication with other Plant personnel on all matters related to maintenance field activities.3.22 Provide information regarding any improvement or modification in the mechanical system to improve performance​Technical Skills & Knowledge on Rotating Equipment1. Fundamentals of Rotating Equipment2. Pumps, compressors, turbines, blowers, gearboxes, and motors3. Bearings, seals, couplings, and lubrication systems4. Vibration analysis and balancing5. Mechanical Design & Analysis6. Knowledge of shaft alignment, tolerances, and fits7. Structural and fatigue analysis (stress, strain, failure modes)8. Condition Monitoring & Diagnostics9. Vibration analysis and trending (FFT analysis, spectrum analysis)10. Thermography and ultrasound inspection11. Maintenance & Reliability Engineering12. Predictive & preventive maintenance strategies13. Root Cause Failure Analysis (RCFA)14. Reliability-Centered Maintenance (RCM)15. Fluid Mechanics & Thermodynamics16. Pump and compressor performance curves17. Flow dynamics, cavitation, and efficiency improvement18. Heat transfer considerations in rotating machinery19. Material Selection & Failure Analysis20. Metallurgy and wear-resistant materials21. Corrosion protection and coatings22. Fatigue and fracture mechanicsRequirementsEducation (Minimum)Degree in Mechanical EngineeringExperience : 8+ Years’ Experience in a Chemical Process Plant / Refinery Fertiliser Plant Note: Competency Assessment may be conducted to verify ability and potentialCompetencies Required in the job - Leadership (Supervisory Capacity) - Effective Communication - Planning and Organisational Ability - Decision Making AbilityPlace of WorkSohar Industrial Port.Working TimeFrom Sunday to Thursday 7:30 AM to 4:30 PM Green Umbrella Recruitment",https://www.careerjet.com.om/jobad/om5c2d72f0df7e1b8a0597840926003d62,careerjet
Project Manager,Axxis Systems,Oman,2025-04-24T11:45:15,"Axxis Systems is a group of companies dedicated to the construction and implementation of software in the insurance market. We are an innovative company operating at the heart of international projects offering creative and sustainable solutions for our clients. We believe in the power of collaboration and diversity as drivers of our success.The RoleResponsibilities : Represent the company to the client maintaining close communication with the company and the client. Execute the delegated project, ensuring that our work methodology and the contract are always complied with, leading the team and the client's team. Identify and manage the scope of the project, divide it into tasks of homogeneous granularity, assign it according to skills and insert it into the work tool. Plan all project tasks in iterations to meet the deadline assuming a velocity per resource. Monitor the pace of work and verify the speed assumptions of the plan and react early in case of deviation, within budget constraints. Ensure that the activities performed are within the budget and phase and do not increase in scope and adhere to what was written in previous phases of the methodology. Monitor the project payment plan and warn about risks of non-compliance or cash flow problems of the project. Periodically report status to the client and Axxis according to established formats. Justify and negotiate changes, proposing alternative plans that are viable in terms of time, scope and budget. Train and guide the client in our methodology and project management, specifically in the triple constraint. Ideal ProfileProfile required for the position: Project Manager Professional with a degree in Systems Engineering, Computer Science or related careers. Advanced knowledge of Microsoft Office / MS Project Advanced English Master's degree in Business Administration or Project Evaluation (desirable). PMP or similar project certification (desirable). 5 years of project management experience. At least 1 year (of the above) managing software projects. 1 year (of the above) managing insurance projects (desirable). What's on Offer? Work alongside & learn from best in class talent A role that offers a breadth of learning opportunities Leadership Role Axxis Systems",https://www.careerjet.com.om/jobad/om79b83a72550848e7304f9fbb81489efd,careerjet
Business Analyst (Insurance),Axxis Systems,Oman,2025-04-24T11:45:16,"Axxis Systems is a group of companies dedicated to building and implementing software for the insurance market. We are an innovative company operating at the heart of international projects, offering creative and sustainable solutions for our clients. We believe in the power of collaboration and diversity as drivers of our success.The RoleYou will be responsible for : Working closely with internal stakeholders to enhance client relationships and capitalise on business development opportunities. Performing actuarial analysis and modelling for pricing and valuation. Building and maintaining actuarial pricing models. Supporting business planning by forecasting key assumptions. Ensuring compliance with internal policies, and regulatory requirements. Providing timely statutory reporting. Ideal Profile You have at least 1 year experience, ideally within a IT Business Analyst / Project Manager or Actuary role. You possess excellent communication and business partnering skills and can collaborate effectively with multiple stakeholders. You have strong experience within . You are adaptable and thrive in changing environments You possess strong analytical skills and are comfortable dealing with numerical data You are highly goal driven and work well in fast paced environments What's on Offer? Fantastic work culture A role that offers a breadth of learning opportunities Axxis Systems",https://www.careerjet.com.om/jobad/om180c8c6aeb04774c568f555d8fd1a6ab,careerjet
Digital Marketer (Jos),Smart Gate,Oman,2025-04-24T11:45:19,"Smart Gate Technologies and Consulting ' is a Digital Employ-ability Business that leverage technology to reduce unemployment and upscale skill development across borders. Smart Gate Technologies and Consulting is poised at solving the increased rate of unemployment and skill development using the principles of learning diversification among members of the public, fresh graduate and the growing population of youthsThe Role*#Josjobs#Remote#MIL*An Edtech Start-up With Operations Within Jos Axis of Plateau State is Recruiting for *Digital Marketers(Remote)**Salary: 150k - 200k/Month*Job Responsibilities: Develop and implement effective search engine optimization (SEO) strategies to increase the organic search ranking and visibility of our website. Manage and optimize paid advertising campaigns on platforms like Google AdWords, Facebook, Instagram, and LinkedIn. Design and execute impactful social media strategies across various platforms (Facebook, Twitter (X), Instagram, LinkedIn, TikTok, Pinterest) to increase followers, engage audiences, and drive conversions. Monitor and analyze the effectiveness of marketing campaigns using web analytics tools (Google Analytics, WebTrends, etc.) to make data-driven decisions. Must be living or willing to relocate to Jos City Ideal Profile You have at least 2 years experience ideally in Digital Marketing within Internet industry. Experience within would be a strong advantage. You possess strong analytical skills and are comfortable dealing with numerical data You are highly goal driven and work well in fast paced environments You pay strong attention to detail and deliver work that is of a high standard What's on Offer? Opportunity to make a positive impact Strong opportunities to progress your career Opportunity within a company with a solid track record of performance Smart Gate",https://www.careerjet.com.om/jobad/ome5752157747c0baac75b295462ad4516,careerjet
Female PE (UK) Teacher - Oman,Edvectus,"Sur, Ash Sharqiyah",2025-05-24T11:45:19,"Female PE Teacher needed in Oman Primary or Secondary - timetable can be changedSalary and Benefits: - A very generous tax free salary (monthly OMR1200-1600) - Sole occupancy furnished accommodation (employee pays OMR125 per month) or opts for housing allowance - Local medical insurance (for whole family) - Annual flight allowance (for employee only) - Free school places for all children - An end of service gratuity - A lifestyle that guarantees a very low cost of living, high saving potential, and an array of relaxing beach activities, mountain adventures and desert escapades. This is a great place for fishing and diving fanatics!Requirements: Bachelors in Education / PE-Sports + PGCE PE OR B'Ed PE/ 2 years experienceLocated in Oman, this small and growing international school caters for Omani students, with some western expatriates, from Reception to Grade 12, offering an adapted version of the National Curriculum of England and Wales.Teachers must be qualified and offer a preferred two years of consistent experience; British curriculum experience is required and previous experience oveseas is advantageous. Applicants should be able to prepare and deliver on a differentiated basis academically, linguistically and culturally.Sur is the second wealthiest city in Oman and it has a population of around 120,000 inhabitants. The old town and neighborhood of Al-Ayjah are a delight due to its magnificent coastal panoramas. Sur also serves as a convenient base for beauty spots around Tiwi and the turtle reserve at Ras Al Jinz.It is approximately 180kms SE of the capital city, Muscat, and is an easy drive on a separated dual carriage expressway. Edvectus",https://www.careerjet.com.om/jobad/omc5c98d4ab957bbbbde28e9f7fb5f4c4c,careerjet
Secondary Art (UK) Teacher - Oman,Edvectus,"Sur, Ash Sharqiyah",2025-05-24T11:45:20,"Secondary Art Teacher needed in Oman There is the possibility of a Head of Arts position leading the Art and Music department (OMR2000 salary) but for this post there will be a part teaching timetable for Art - you do not need to be a Music teacher - they want leadership skills and experienceSalary and Benefits: - A very generous tax free salary (monthly OMR1200-1600) - Sole occupancy furnished accommodation (employee pays OMR125 per month) or opts for housing allowance - Local medical insurance (for whole family) - Annual flight allowance (for employee only) - An end of service gratuity - A lifestyle that guarantees a very low cost of living, high saving potential, and an array of relaxing beach activities, mountain adventures and desert escapades. This is a great place for fishing and diving fanatics!Requirements: Bachelors in Education / Art + PGCE Art OR B'Ed Art/ 2 years experienceLocated in Oman, this small and growing international school caters for Omani students, with some western expatriates, from Reception to Grade 12, offering an adapted version of the National Curriculum of England and Wales.Teachers must be qualified and offer a preferred two years of consistent experience; British curriculum experience is required and previous experience oveseas is advantageous. Applicants should be able to prepare and deliver on a differentiated basis academically, linguistically and culturally.Sur is the second wealthiest city in Oman and it has a population of around 120,000 inhabitants. The old town and neighborhood of Al-Ayjah are a delight due to its magnificent coastal panoramas. Sur also serves as a convenient base for beauty spots around Tiwi and the turtle reserve at Ras Al Jinz.It is approximately 180kms SE of the capital city, Muscat, and is an easy drive on a separated dual carriage expressway. Edvectus",https://www.careerjet.com.om/jobad/ome7badc42c3d1fce5d15fb2f06199527f,careerjet
Content writer/Copywriter,Livingston Research,Oman,2025-04-24T11:45:21,"Livingston Research delivers help and support to customers around the world since 2009.We strive to help students facilitate learning and improve their performance through leading-edge technology, services, and data capabilities.We build, launch and promote products and services to empower students in countries like the US, Canada and many other.The Role Competitive compensation in USD (from $3 to $18 per hour of work depending on urgency and complexity of customer’s request) Performance-based bonuses (you can earn up to 35% bonus for every order) Bonus system for nicely-done tasks (you receive tips directly from clients, we don’t withhold any fee!) Salary paid 2 times a month, upon request Flexible schedule. Ability to combine this job with your daily life Variety of writing tasks 24/7 support help with order-related questions Personal Success Manager, assisting you with non-order related questions Learning Lab with free online courses to upgrade your skills Ideal ProfileSkills Required: Excellent written English to effectively liaise with the stakeholders of the region. Ability to produce original content on college-level topics related to different subjects Advanced time management skills Stable and reliable internet access Availability to work at least 10 hours per week or more Research experience would be a plus What's on Offer? Position involves researching and writing original texts on various topics in multiple subjects. Livingston Research",https://www.careerjet.com.om/jobad/ome1bbfb8f16f6fd69996cd949cfd5b84b,careerjet
