title,company,location,date_posted,link,description
Associate Sales Operations Analyst,Canonical,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/associate-sales-operations-analyst-264790,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1100+ colleagues in 75+ countries and very few office based roles. Teams meet two to four times yearly in person, in interesting locations around the world, to align on strategy and execution.The company is founder led, profitable and growing.We are hiring Associate Sales Operations Analysts to support a team of experts who help Canonical sales teams achieve their business goals. The Sales Operations team drives continuous process and data quality improvement to ensure orders are processed correctly. The successful candidate will be collaborative and demonstrate initiative in improving the way the team works, maintaining compliance and associated governance.The success of the role is measured against increasing the velocity of deals and the quality of Customer Relationship Management (CRM) data used to drive key business decisions. The ideal candidate will be detail oriented problem solver and team player who is passionate about the opportunity to partner with sales teams, is also passionate about our role in the technology industry bringing open source to a wider audience of innovators and enterprises, and will support the delivery of programs to enable Canonical's continued success.Location:This role will be based remotely in the EMEA region.The role entails:Support all aspects of the day-to-day operations of the sales function globallyCheck opportunities for accuracy and provision orders on successful closure of a dealSupport the Sales Operations Analysts and Manager to report on and improve sales data quality and processesSupport the sales team globally on CRM and other sales operations systemsDeliver sales metrics, dashboards and other ad-hoc analytical tasksAssist the team with automation and streamlining of the Lead to Order processWhat we are looking for in you:An exceptional academic track record from high school and universityExperience working in an entry-level role in sales operations or related (e.g. financial analysis, sales analysis or sales order processing), preferably in the technology industryEnergetic, thoughtful, systematic approach, focused on robust, repeatable and scalable outcomesExcellent problem-solving and analytical skillsAbility to work productively with stakeholders at all levels of the organization on a global scaleAbility to work across team boundaries and communicate effectivelyExperience with Salesforce or similar CRMAbility to travel internationally twice a year, for company events up to two weeks longWhat Canonical offersWe consider geographical location, experience, and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognise outstanding performance. In addition to base pay, we offer a performance-driven annual bonus or commission. We provide all team members with additional benefits, which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally.Distributed work environment with twice-yearly team sprints in personPersonal learning and development budget of USD 2,000 per yearAnnual compensation reviewRecognition rewardsAnnual holiday leaveMaternity and paternity leaveEmployee Assistance ProgrammeOpportunity to travel to new locations to meet colleaguesPriority Pass, and travel upgrades for long haul company eventsAbout CanonicalCanonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open source projects and the platform for AI, IoT and the cloud, we are changing the world of software. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence - in order to succeed, we need to be the best at what we do. Most colleagues at Canonical have worked from home since its inception in 2004. Working here is a step into the future, and will challenge you to think differently, work smarter, learn new skills, and raise your game.Canonical is an equal opportunity employerWe are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.Job Id: +Op7MI5wW5OqcdlXsc1+YDG527ZR5x8KLmqOmYdjfq5fYVc9bCViXaFE0cvaBdZoW/my6gD05A=="
Associate Linux Support Engineer,Canonical,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/associate-linux-support-engineer-1749712767914,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1100+ colleagues in 75+ countries and very few office based roles. Teams meet two to four times yearly in person, in interesting locations around the world, to align on strategy and execution.The company is founder led, profitable and growing.We are hiring anAssociate Support Engineerto build a career with Canonical and support the technical needs of customers leveraging Ubuntu and open source products. This role is an opportunity for a hands-on engineer with eagerness to learn, a passion for Linux and open source technologies to work with some of the best people in the industry at Canonical.We regularly solve interesting, technical problems. From triaging complex cloud environments, desktop and server issues, Linux kernel crashes we've never seen before to OS configuration issues and root cause analysis, we provide an expert level of support and satisfaction to our peer groups and customers. You will be accountable for delivering an outstanding technical support experience on the full technical stack at Canonical, across cloud, desktop and IoT. From problem qualification to full resolution, you will own and manage your cases. When needed, you will transfer your cases to your colleagues or involve senior engineers. This is a globally remote role.Location:This is a globally remote role.The role entailsWorking from your remote home office to provide technical support for employees.Being available to take ownership of new cases via telephone, email and webActing as an internal customer advocate keeping them updated in a timely mannerEnsuring that each support case owned by you is handled according to our Service Level Agreement (SLA) with the highest possible customer satisfaction by setting the right expectations and fulfilling your commitments.Contributing new knowledge base articles and maintaining existing articles, ensuring shared knowledge and lessons learned are available to customers.Drafting and distributing technical notices for internal and external communication.Prioritising your work in order to accomplish the most important and urgent tasks firstKeeping on learning as our products and services grow and evolveUnderstanding Ubuntu development process to be able to set customer expectations correctly on timeline for a fixMaintaining regular communication and information exchange with the rest of the team, locally and remotelyIdentifying and suggesting any opportunities to provide a better serviceParticipating in a regular weekend working rotationWhat we are looking for in youExceptional academic track record from both high school and universityUndergraduate degree in a technical subject or a compelling narrative about your alternative chosen path. Preferable majors: Computer Science, MIS, Electrical Engineering, etc.Confidence to respectfully speak up, exchange feedback, and share ideas without hesitationTrack record of going above-and-beyond expectations to achieve outstanding resultsExperience with Linux troubleshooting (collecting logs and stack traces, fine-tuning by editing configuration files)Knowledge or basic hands-on experience on 2 or more of:Linux server administrationProgramming fundamentals in any language (bash, Perl, Ruby, Javascript, C or C++, Go)Networking (bonding, firewalling, bridging, switching, network file system tuning, MTU issues, etc.)Virtualization / Cloud computing concepts (provisioning, monitoring, orchestration, etc.)Ability to learn quickly, thrive on change and handle the pressure of a customer facing jobStrong written and verbal English communication skillsAppreciative of diversity, polite and effective in a multi-cultural, multi-national organisationResult-oriented, with a personal drive to meet commitmentsAbility to travel internationally twice a year, for company events up to two weeks longNoting that we require and will perform a background check for this role.Nice-to-have skillsExperience supporting virtualized environments (KVM, Virtual Box, VMWare)Experience with other open-source desktop technologiesActive contribution to open-source projects/forum/codeWhat we offer colleaguesWe consider geographical location, experience, and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognise outstanding performance. In addition to base pay, we offer a performance-driven annual bonus or commission. We provide all team members with additional benefits, which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally.Distributed work environment with twice-yearly team sprints in personPersonal learning and development budget of USD 2,000 per yearAnnual compensation reviewRecognition rewardsAnnual holiday leaveMaternity and paternity leaveEmployee Assistance ProgrammeOpportunity to travel to new locations to meet colleaguesPriority Pass, and travel upgrades for long haul company eventsAbout CanonicalCanonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open source projects and the platform for AI, IoT and the cloud, we are changing the world of software. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence - in order to succeed, we need to be the best at what we do. Most colleagues at Canonical have worked from home since its inception in 2004. Working here is a step into the future, and will challenge you to think differently, work smarter, learn new skills, and raise your game.Canonical is an equal opportunity employerWe are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.Job Id: 9Yun4WMGdTrxKKRE+8GEf3CO80nv2f72lbBjE5ZVjUiMTnkN/7B1Q5dGtZrmW2QY9Qvsk6fpyw=="
Associate Java Developer,ProgressSoft,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/associate-java-developer-883152,"We are looking to recruit outstanding fresh Java Developers who will receive intensive training in the field of Java Development after which they would be involved in designing and implementing server-side components of the software products as part of a team developing a financial service using cutting-edge technologies.ResponsibilitiesDevelop simple web-based Java Applications and Components.Compile, debug and run Java applications.Implement functional changes, enhancements, and customization to meet the business and technical requirements of the system.Act positively and respond promptly to changes in the work environment and the development approaches.Perform any other job-related duties incidental to the work.RequirementsBSc degree in Computer Science, Computer Information Systems, or any related field.Fresh graduates - up to one year of experience.Good Core Java Programming skills.Good Object-Oriented Programming understanding.Good knowledge of the use of IDEs (e.g. Eclipse and Netbeans, Intellij… etc.) for running and debugging Java programs.Good knowledge and understanding of Database components and concepts.Minimal knowledge of J2EE (Servlet, JSP), JPA, Hibernate, Tomcat, and Spring.Knowledge of front-end technologies like HTML, Javascript, and CSS is a big plus.Self-motivated, self-learner, hard worker, and a team player.The ability to investigate new technologies and create proofs-of-concept if necessary.Committed to working and willing to travel abroad.Good written and verbal communication skills.Job Id: +Ct6+OXuLG2zIIW2vJYnzucP2xj6Dn1hP3ULbFDH86ArUu1kyNOIVZD6ktAafM1T+eDUYW+VIlIMcQ3Om8q1AJpRMA=="
Associate Director - Sales - Jumeirah Muscat Bay,Jumeirah Group,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/associate-director-sales-jumeirah-muscat-bay-752635,"Associate Director - Sales - Jumeirah Muscat Bay - (2500000O)About Jumeirah & the Hotel:Jumeirah Group, a member of Dubai Holding, has been making a distinguished impact on the global hospitality market for more than two decades with its Stay Different™ brand promise.Its award-winning destinations, such as the iconic Burj Al Arab Jumeirah, position service beyond expectations, elevated dining destinations and surprising architecture and design at the heart of every guest experience.Today, Jumeirah operates a world-class portfolio of 26 properties across the Middle East, Europe and Asia and employs over 8,000 colleagues, representing over 106 nationalities.As Jumeirah continues to expand its global portfolio and scales up its operations to the next level of growth, it remains fully committed to developing and empowering our colleagues to excel in world class environments.Jumeirah Muscat Bay Resort lies 15 minutes south of the city centre and 40 minutes from Seeb International Airport. The overall development will include a 1,200 square meters Talise Spa, a diving centre, a wide range of sports and leisure facilities, a selection of restaurants, bars and cafes and a kids club. The resort will also include conference and banquet facilities to cater for Oman’s growing attraction as a destination for conferences, meetings and large-scale events. The resort forms part of a larger development that includes 300 high-end residential townhouses and villas, taking advantage of some of the most beautiful, unspoilt coastline in the Middle East.About the Job:An opportunity has arisen for an Associate Director - Sales to join Sales in Jumeirah Muscat Bay. The main duties and responsibilities of this role:Execute the sales strategy as directed by the reporting manager, continuously reviewing and refining it to identify business opportunities and achieve annual sales objectives through assigned KPIs.Stay informed about business unit offerings, market trends, competitor activities, account share, and customer needs to ensure the sales team delivers high-quality service and meets/exceeds sales targets.Continuously evaluate market conditions and evolving needs, making strategic decisions to adjust the sales strategy, ensuring the team remains innovative and competitive.Monitor and maintain actual and forecasted volumes and occupancies of space and rooms inventory, driving the sales team to meet or exceed established sales targets.Manage sales target reports, implement measures to achieve/exceed team and individual targets, and ensure all quotations comply with rate guidelines and are replied to within 12 hours.Identify new business opportunities, convert inquiries, optimize existing accounts, and plan/executive familiarization tours to maximize room occupancy and achieve target room night sales.About you:The ideal candidate for this position will have the following experience and qualifications:EssentialHigh School Diploma/Certificate from an accredited and renowned UniversityDesiredBachelor’s or Master’s Degree or MBA from an accredited and renowned University3-5 years of sales experience, preferably with an international hospitality companyStrong understanding of core hotelier operations preferredIn-depth experience understanding of the leisure multi marketAbout the Benefits:This position offers a highly competitive salary and package which includes housing, annual flight tickets, medical and dental coverage, life and accident insurance, retail and leisure discounts, 50% discount off Jumeirah F&B Outlets and reduced hotel rates.Primary Location: Oman-MuscatJob: Jumeirah Job GroupOrganization: Jumeirah Muscat Bay [JMBH]Job Posting: Jun 11, 2025, 3:14:09 AMJob Id: Ywzk1joOnuN+NvImtGwEA/r5CLBiTuu+jN1QxRzcl3InMMKUgvzZrKweNRryERqkgqCmzSv6VHNOqk1qrMPBUKCzWmPSJUXKkQBozGoreYcDpSk/Sef8gg23YJZTwXxepYCPAdfOWbhZqUU8b7YBxy8o0s8="
Associate Director - Project Controls,Mace,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/associate-director-project-controls-1747897069326,"At Mace, our purpose is to redefine the boundaries of ambition. Within our consult business we harness our unique combination of leading-edge practical construction expertise and consultancy delivery experience to unlock the potential in every person and project. Our values shape the way we consult and define the people we want to join us on our journey.The ProjectBe a part of our international consultancy business that spans our five global hubs, where we oversee work for world-leading organisations across the public and private sectors.Our Middle East and North Africa hub started in 1998 and has successfully operated in a wide range of countries, delivering project and programme management and cost consultancy services.You’ll Be Responsible ForDemonstrable portfolio management experience in a consultancy or client capacity.Lead Controls team, comprising the programme and Mace employees.Ability to build the Controls team responsible for delivering the following functions: master data set management (scope and data architecture), benefits realisation, change control, earned value management, interface management, reporting, risk, schedule management.Drive performance in line with the Portfolio drumbeat and governance structure (including reporting)Identify and communicate Performance insights to project teamsOversight of performance and continuous improvement in standard processesAbility to step in and train the wider team in any of the above processes and procedures as required.This will be a client facing role and will be expected to present internally to the City SLT, the project teams and their supply chains.Accountable for the PMO and project controls performance of all service delivery for their assigned hub/s.Responsible for ensuring all PMO and risk management services within assigned hub(s) are fully aligned with best practice and international ISO standards and is reflected in all control centre.Provides expert advice and support to all projects within their hub and additional support to other hubs as/when required.Partners with clients exceeding their expectations and building strong professional relationships.Leads and directs the delivery of all technical PMO and project controls services within assigned hub/s including all aspects of digital services.Works collaboratively towards the common goal of net zero carbon transition and share responsibility for the proactive identification and management of the associated carbon emissions and reductions during the delivery of work.You’ll Need To HaveDemonstrates a better perspective and explores innovative approaches, in pursuit of a better way.Embraces new technology and helps others to adapt.Takes responsibility for their actions, leads by example and acts in an ethical, legal and responsible way.Understands personal strengths and seeks training/learning/support where necessary.Recognises and activity pursues the collective power of diverse and inclusive teams.Champions and operates within an inclusivity environmentExcellent interpersonal skills to manage relationships with key stakeholders.Our valuesSafety first - Going home safe and well:You will champion a safe, diverse and inclusive working environment, understanding the importance of wellbeing in your team and local health and safety rules or regulations of the work you’re involved with.Client focus - Deliver on our promise:You will lead on the cost management services including estimating, procurement and cost planning, owning the quality of deliverables, strategic outcomes and building long term relationships with your clients.Integrity - Always do the right thing:You will lead operations that are fiscally and ethically viable, influencing the achievement of business objectives that align with business and legislative compliance obligations.Create opportunity - For our people to excel:You will mentor, coach, and develop teams, demonstrating effective leadership to ensure excellence in delivery against plans, championing a continuous improvement culture throughout all activities.Mace is an inclusive employer and welcomes interest from a diverse range of candidates. Even if you feel you do not fulfil all the criteria, please apply as you may still be the best candidate for this role or another role within our organisation.We are also open to discussing part time, flexible, and hybrid working options if suitable with-in the role.Job Id: JNmDu7bmsuF+C3O2t/4UYDx0Ip4uVt3FYV6a4VCpi6TlqRt/anuC6yji+e6xDaK5s+Zu7DxOnFh6JjylPB+NfK8087VNl2Xt9KL+fyXLugglLqPfMRgXNEYZEYgXm4ReTmFjgSGzZrFqufowV5+wcdrBa3KbDuQnvjeXOWuO1avY56KpEj0="
Associate Consultant,Protiviti Middle East Member Firm,"Masqat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/associate-consultant-1749091322289,"Role SummaryLooking for consultants to join the S&P team at Protiviti for Pen Testing. The role involves executing and managing various client engagements in Muscat, Oman.The applicant will be responsible for assessing the security posture of client systems, platforms, and processes to improve the confidentiality, integrity, and availability of information systems in line with client's business objectives, regulatory requirements, and strategic goals.ResponsibilitiesProvide innovation within the Vulnerability and Penetration Testing (VAPT) program regarding both process and technology.Perform authorized attack surface reviews, penetration tests, and red team assessments.Provide assessment reports that are understandable by the target audience and include practical recommendations based on sound risk management principles.Update standards and procedures to continually improve security posture.Assess the sufficiency of policies, standards, and procedures relative to security best practices.Contribute to security-related information repositories and other business development activities.Background RequirementsBachelor’s Degree in Computer Science or substantial equivalent.1-2 years of professional experience in information security with a focus on technical assessments.Knowledge of pen testing concepts and best practices.Experience with common Pentesting tools such as Nessus, Appscan, Burp Suite, Nipper, Exploit Pack, etc.Proficiency with other common attack tools and frameworks such as Wireshark, Kali, Metasploit, etc.Ability to validate identified vulnerabilities accurately.Understanding of common application platforms and technologies to evaluate complex application assessments using manual techniques and tools such as proxies and browser plugins.In-depth understanding of OWASP, CVE, general security controls, and topics like the latest application and operating system exploits.Knowledge of scripting and programming languages like Python, shell script, etc.Preferable certifications: CEH / OSCPPersonal SkillsAbility to maintain critical thinking and composure under pressure.Job Id: 7HnFp7EA5B5QOz+Pi8AikmfftiNttWDGFj5JHIETT70Fi6Yyggtjw+2RCeDnKdhnF/A9padh9iLcfeOtObe+Oyieo6FEA/XQ3A=="
Associate,Trowers & Hamlins LLP,Oman,5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/associate-816124,"Location/sOmanExperience LevelIntermediateTermPermanentWorking HoursFull TimePractice Area / DepartmentBanking and FinanceTrowers & Hamlins is a City-led, international and national law firm with over 180 partners and 1000 staff. With offices across the UK, Middle East and Far East. Our global footprint is further enhanced by our strategic partnership with Interlaw which works to facilitate our management of multi-jurisdictional matters. We have leading practices in Corporate, Litigation, Tax, Banking and Finance, Real Estate and Private Wealth.We've always been proud of our natural commitment to equity, diversity and inclusion and value the variety of our partnership. We are different and we believe it is our people that make us unique. We expect and respect that you and your talents are too. Our strategic direction is shaped by a desire to grow our business in a way that is responsible and sustainable and has the principles of ESG at its core, guiding the way we operate firmwide.Job Advert DescriptionThe opportunityWe have an exciting opportunity to join Trowers & Hamlins' growing debt capital markets within the banking and finance team in Muscat, Oman.We are market leaders in Islamic finance and the firm has been ranked in the top tier by numerous legal directories for almost a decade in the Middle East. The firm has also acted on numerous domestic and international (Reg S) bond and Sukuk issuances including several debut issues in the Middle East.We are looking for an experienced associate, from newly qualified to four years' experience of debt capital markets experience (with any general banking a bonus), to work on a variety of matters with a primary focus on capital markets transactions representing banks, financial institutions, alternative lenders, issuers and corporates. The wider team advises on general and transactional finance work and there may be opportunities to experience this as well.Experience of Oman banking, general corporate and commercial advisory and capital markets work is a significant advantage.What you will be doingDealing with a range of capital markets (conventional and Sharia-compliant) matters of varying sizes and complexity.Managing due diligence processes and coordinating multidisciplinary teams.Working closely with the wider banking and finance team to provide general finance advice related to banking matters.Initiating, building and maintaining effective client relationships.Pro-active involvement in marketing initiatives.Willingness to work across a variety of banking and capital markets specialisms.What you will needThe firm has a Career Development Framework which sets out the competencies we expect of those at the Associate grade. In particular for this role we require:Proven ability to take on responsibility and manage files.Flexibility, positivity and an ability to work effectively in a close-knit office.Have an interest in, and an aptitude for, developing the firm’s business and a willingness to assist in the development of client relationships, through meetings, presentations, producing know-how and other business development initiatives.A strong transactional track record. Ideally, you will have experience of working closely with principal lawyers on transactions and working independently and the capacity to work with autonomy as well as part of a team.Experience of advising on DCM transactions including (but not limited to) standalone bond issuances, MTN programmes and issuances thereunder, Sharia-compliant issuances (Sukuk, both standalone and pursuant to a programme), liability management exercises (tender offers and consent solicitation exercises) and commercial paper issuances (standalone and pursuant to a programme).Experience in providing legal and regulatory advice particularly to financial institutions.Demonstrable interest in Islamic finance and the sectors in which we operate in the Middle East.Trowers & Hamlins is an equal opportunities employer and values equity, diversity and inclusion. All applications will be considered on merit and the applicant's suitability to meet the requirements of the role and will be treated equally irrespective of Ethnicity, Gender, Race, Disability and Religion.If you require any further information on any of our vacancies or would like to discuss any adjustments or additional support that you might need either during the recruitment process or after the offer stage, please feel free to contact our recruitment team onrecruit@trowers.comAs part of our firm recruitment policy our candidates are subject to employment screening background checks. These checks include personal details, education and employment history, professional qualifications and credit and criminal checks as appropriate.Job Id: tytQG0HQiiWV4DF7vz4+SqyzO1C5JewBTTmWmxcVaJzzkQnCLC62x8/DuwiSGs4/nxjA6PRgfeHLHw77TzN4Nh9WuiU8m046p5vZNhZ+Qqtvv+gViYeimkUvM1tckjWRB4Nhnqk4GcK/XK0wsqjpwxs="
Assistant Technician,AlMansoori Petroleum Services,Oman,5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/assistant-technician-013599,"JOB DETAILSJob Level:Junior Technician (Level Tech 3 to Asst Tech)Reporting to:Operations ManagerSubordinates:Minimum Qualifications:Electronics or Electrical or Mechanical Certification / DiplomaAge Requirement:18 – 35 years oldCertifications / Licenses:JOB DESCRIPTIONParticipates fully in safety programs including adhering to and implementing approved safety regulations / programs within the DepartmentParticipates in Company HSE meetings to discuss, promote and action related areasEnsure safe operations of all work areas assigned toFollow all Company procedures and controlsCo-ordinate with Superiors and / or Safety Co-ordinator on all HSE mattersImplements a report system on Positive Dangerous Feedback (PDF) at all timesResponsible for assuring all equipment and our procedures on site you are assigned to, are in place and adhered to. When required, will be responsible for the installation of all equipment sent to the siteResponsible for generating a site specific contingency plan for each site you are assigned toResponsible for adhering to the contractual obligations of the Company for said project assigned to for either H2S Safety Supervisor or HSE SupervisorMaintain all MSS equipment on project site, and when in scope of work requires so, client or third party equipment as wellAssure that the scope of work is followed on a daily basis for H2S or HSE SafetyRecord all maintenance and repairs made on all MSS owned equipment, and when in scope of work, client or third party equipment, records attach with unit file and copy to the supervisorResponsible for training and recording of same of all personnel on site / project in H2S Safety and Equipment usageAssure that all required spares are available on site at all times, and to order any replacements parts required and or utilized during dutyCarry out additional duties that may be given from time to time by the ManagementResponsible for assuring / advising head office when any equipment on the project / site requires updating or re-certification in accordance to National and Company StandardsResponsible for the safe return of all MSS owned equipment after completion of project to the baseSkills development through training and self educationProvide all duties in a professional manner to your superiors and other involved members of the Staff and CompanyMaintain an excellent and sound relationship with MSS staff as well as MSE personnelMaintain enthusiasm and high level of morale in all staffOriginal Service Tickets must be submitted to Immediate Supervisor within 5 days of the succeeding month.To take care and maintain properly the Company Assets personally issued for Operations purpose (laptop, mobile, PPE, etc)Maintain an excellent relationship with the Clients at all timesTo ensure that the services offered to Clients are within the Company Standards and to arrange for smooth and efficient operations of Company’s equipment and toolsTo promote Company’s services in line with targets and marketing strategies laid down by MSS ManagementEnsure prompt responses to Clients at all timesLiaise with Client’s representative at all levels to develop and expand current work and scope of workSKILLS AND COMPETENCYa . Proficient in English Language (Speaking, Listening, Writing, Reading and Comprehension)b . Computer Literatec . Knowledge in basic Microsoft Word, Excel, PowerPointJob Id: mhCZeRhctpZ5C3pvW6gnQip9cd0WsGrAzxGKTo1/+SNdR/hKvsOWe/4M+R7yY7IRjKQlQu9FVi7hxsQE8uPh6GckPPLOKUlb9udusgXjlqqUep9yTQtjNfDwTPKVcwUxOeAha4Ssp6hTT9sDIohoRC0xkiUC3VPT"
Assistant Technican,AlMansoori Petroleum Services,Oman,5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/assistant-technican-741390,"JOB DETAILSJob Level:Junior Technician (Level Tech 3 to Asst Tech)Reporting to:Operations ManagerSubordinates:Minimum Qualifications:Electronics or Electrical or Mechanical Certification / DiplomaAge Requirement:18 – 35 years oldCertifications / Licenses:JOB DESCRIPTIONParticipates fully in safety programs including adhering to and implementing approved safety regulations / programs within the DepartmentParticipates in Company HSE meetings to discuss, promote and action related areasEnsure safe operations of all work areas assigned toFollow all Company procedures and controlsCo-ordinate with Superiors and / or Safety Co-ordinator on all HSE mattersImplements a report system on Positive Dangerous Feedback (PDF) at all timesResponsible for assuring all equipment and our procedures on site you are assigned to, are in place and adhered to. When required, will be responsible for the installation of all equipment sent to the siteResponsible for generating a site specific contingency plan for each site you are assigned toResponsible for adhering to the contractual obligations of the Company for said project assigned to for either H2S Safety Supervisor or HSE SupervisorMaintain all MSS equipment on project site, and when in scope of work requires so, client or third party equipment as wellAssure that the scope of work is followed on a daily basis for H2S or HSE SafetyRecord all maintenance and repairs made on all MSS owned equipment, and when in scope of work, client or third party equipment, records attach with unit file and copy to the supervisorResponsible for training and recording of same of all personnel on site / project in H2S Safety and Equipment usageAssure that all required spares are available on site at all times, and to order any replacements parts required and or utilized during dutyCarry out additional duties that may be given from time to time by the ManagementResponsible for assuring / advising head office when any equipment on the project / site requires updating or re-certification in accordance to National and Company StandardsResponsible for the safe return of all MSS owned equipment after completion of project to the baseSkills development through training and self educationProvide all duties in a professional manner to your superiors and other involved members of the Staff and CompanyMaintain an excellent and sound relationship with MSS staff as well as MSE personnelMaintain enthusiasm and high level of morale in all staffOriginal Service Tickets must be submitted to Immediate Supervisor within 5 days of the succeeding month.To take care and maintain properly the Company Assets personally issued for Operations purpose (laptop, mobile, PPE, etc)Maintain an excellent relationship with the Clients at all timesTo ensure that the services offered to Clients are within the Company Standards and to arrange for smooth and efficient operations of Company’s equipment and toolsTo promote Company’s services in line with targets and marketing strategies laid down by MSS ManagementEnsure prompt responses to Clients at all timesLiaise with Client’s representative at all levels to develop and expand current work and scope of workSKILLS AND COMPETENCYa . Proficient in English Language (Speaking, Listening, Writing, Reading and Comprehension)b . Computer Literatec . Knowledge in basic Microsoft Word, Excel, PowerPointJob Id: jVgNTgI6YsMvlMDTgU+qKEhuhDWo6DV0cy2SbjYT2GbMGi5BwNx9f+xsp7UtIyfGfCFBtr3Phe8FOyNWxEdKqTUwxNXr9Yh1MyD8hg22bbqQPfJYTs+ZbiJp+FFrO5Oc9SEyG6HcT7sXnkcUqWB4kVJySfM/3oBs"
Assistant Sales Manager,National Projects,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/assistant-sales-manager-1747896906577,"Field Assistant Sales Manager – IT, IIOT, Industrial AR/VR & Automation (Oman)Position Overview:We are seeking a dynamic and motivated male Field Assistant Sales Manager to drive sales and business development for our IT, IIOT, Industrial AR/VR, and Automation solutions in Oman. The candidate will combine technical expertise with strong sales skills, managing field operations, client engagement, and supporting the sales team to meet targets.Key ResponsibilitiesIdentify, develop, and manage new business opportunities in IT, IIOT, AR/VR, and Automation sectors within Oman.Support the Sales Manager in daily sales activities, performance tracking, and strategy development.Conduct field visits to prospective and existing clients, demonstrating tailored product features and solutions.Prepare detailed proposals, cost estimations, and presentations; act as a pre-sales consultant by designing solutions aligned with client needs.Build and maintain strong relationships with clients, stakeholders, and partners to ensure satisfaction and repeat business.Collaborate with internal technical and marketing teams to deliver customized solutions and proposals.Monitor market trends, competitor activities, and customer feedback to refine sales strategies.Prepare and present sales reports, forecasts, and performance metrics to management.Assist in training, mentoring, and onboarding new sales team members.Ensure compliance with company policies and relevant regulations in all sales activities.Qualifications & RequirementsBachelor’s degree in Computer Science, Electronics & Communication, or a related technical field.MBA in IT Marketing or a related discipline is mandatory.Minimum 2 years of B2B sales experience in IT, IIOT, AR/VR, or industrial automation sectors.Valid Omani or GCC driving license (mandatory).Strong technical understanding of IT, IIOT, AR/VR, and automation solutions.Excellent communication, negotiation, and interpersonal skills.Strong analytical, problem-solving, and strategic thinking abilities.Proficiency with CRM software, MS Office, and digital marketing tools is an advantage.Ability to work independently in a fast-paced, target-driven environment.Fluency in English; Arabic language skills are a plus.Desired SkillsSales strategy development and executionMarket research and analysisClient relationship managementTeam leadership and trainingProject managementDigital marketing awarenessRemunerationCompetitive salary plus commission, company vehicle, and benefits as per industry standards.How to ApplySend your updated CV and cover letter highlighting relevant experience to [HR email/contact details].Note:Only candidates meeting the above criteria and holding a valid driving license will be considered. Local experience in Oman or the GCC region is highly preferred.Job Type: Full-timeJob Id: /b22GBzB9Vl281B22TcmaCgjBhQBtxar3SWpeLClUERFFPYK/QfeYmW0um2q5oaNqRi3OF2F2qtJt+/Fhwy626ga3WLYmcoE+bzApHYm8a7cQNSUPEzb4U9q+FLL"
